0	1	Aisee.
1	1	Wapole
2	1	Matokeo?
3	1	Ndio!
4	1	Yashangaza!
5	1	Chaguzi
6	1	Zisinthe!
7	1	Samahani
8	1	Inatisha.
9	1	Ohooo!
10	1	Siku.
11	1	Damu.
12	1	Anabainisha:
13	1	Stahimili!
14	1	Chile
15	1	Aliongezea:
16	1	Itafanyika.
17	1	Itatokea.
18	1	Hatuwajui!
19	1	Aibu!!!
20	1	Du!
21	1	Wameandika:
22	1	Safi.
23	1	Ujinga.
24	1	Saratani.
25	1	Je?
26	1	Sijui.
27	1	Haiwezekani.
28	1	Haukuwa.
29	1	Anatanabaisha:
30	1	Alinambia
31	1	Inawezekana
32	1	Vuvuzela.
33	1	Karrubi?
34	1	Aandika:
35	1	Mexico
36	1	La!
37	1	Umma?
38	1	Akaongeza:
39	1	Wakoje?
40	1	Hapa.
41	1	Akajibu:
42	1	Siri.
43	1	Inakera
44	1	Tuliunganishwa.
45	1	Oh!
46	1	Hapana.
47	1	Ilihitajika.
48	1	Mgogoro
49	1	Uongo!
50	1	Ujerumani
51	1	Ahsante!
52	1	Gereza.
53	1	Rasilimali
54	1	Haa!
55	1	Ndio?
56	1	Alitwiti:
57	1	Mmefurahi?
58	1	Hawatatosha.
59	1	Sikumjali.
60	1	Aliongeza:
61	1	Nusu.
62	1	Kireno
63	1	Slaa.
64	1	Ilitaarifu:
65	1	Italia
66	1	Tisheti?
67	1	Dola?
68	1	Ugiriki
69	1	Kulikoni?
70	1	Ezeani
71	1	Jamani!
72	1	Hala
73	1	Alisema:
74	1	Na:
75	1	Imezee.
76	1	Mawazo!
77	1	Hamutenya
78	1	Aliandika:
79	1	Usilidharau
80	1	Sitadanganya.
81	1	Tuliendelea.
82	1	Akaendelea:
83	1	Anatwiti:
84	1	Tafadhali.
85	1	Asante.
86	1	Alieleza:
87	1	Uwezekano.
88	2	Balaa gani?
89	2	Anaongeza kusema:
90	2	Sasa maonesho.
91	2	Alikuwa mchuuzi.
92	2	Lakini mimi
93	2	Ni muhimu.
94	2	Lumela 'M'e!
95	2	Ameonesha ujasiri.
96	2	Inamaanisha nini?
97	2	Ilizidi matarajio.
98	2	Yeye anasema:
99	2	Huenda ukihojiwa?
100	2	Na anahitimisha:
101	2	Inaleta matumaini.
102	2	Hawakuonekana tena.
103	2	Acha hizo.
104	2	Ni vigumu.
105	2	Tutafanya hivyo?
106	2	Hali ilivyokuwa
107	2	Nini kinafuata?
108	2	Bwana tusikie!
109	2	Angalia China.
110	2	Inatisha kabisa!
111	2	Tangu lini?
112	2	Aibu yenu.
113	2	Je, unajua?
114	2	Mwanaharakati wa
115	2	Nikasema, "Chaguo?
116	2	Anahitaji msaada
117	2	Kuna ushirikiano?
118	2	Kuna kahawa.
119	2	Wanafanya tu.
120	2	Anajitambulisha kama:
121	2	Kuwa mkweli.
122	2	Achacheni nao!
123	2	Nimejisikia vibaya.
124	2	Walikuwa wamekosa.
125	2	Sina nguvu.
126	2	Alifikiri hatauhitaji.
127	2	Anatunza kumbumkumbu.
128	2	Umekarabatiwa kikamilifu.
129	2	Mkimbiaji bora.
130	2	Inaruhusiwa kutumika.
131	2	Nani anafaidika?
132	2	Maoni yanakinzana.
133	2	Usikilizaji mwema!
134	2	Sawa eh?”
135	2	Tunaweza kufanyaje?
136	2	Au wameangamizwa?
137	2	Sasa nini?
138	2	Ni ubabe.
139	2	Ndio kabisa.
140	2	Wapelekeni nyumbani.
141	2	Wajapani Wanajamiiana?
142	2	Unajisikia hausimamishwiki.
143	2	Hunijui, sikujui.
144	2	Mitiririko imeongezeka.
145	2	Kwa nini.
146	2	Mtoto: Hapana.
147	2	Kuhusu Hukumu:
148	2	Piganieni amani
149	2	Vipi wewe?
150	2	Sio ngumu.
151	2	Historia Inajirudia
152	2	Ilifanya nini?
153	2	Sera zilibadilishwa.
154	2	Mkakati umekamilika
155	2	Twende ukamuone.
156	2	Au sio?
157	2	Hilo tusi.
158	2	Kwa nini?:
159	2	Nisingekubali zaidi.
160	2	Tulifungua njia?
161	2	Tofauti kubwa.
162	2	Wabaki walipo.
163	2	Unataka kitisho?
164	2	Huenda sivyo.
165	2	Nchini Singapore.
166	2	Kipi sihitaji?
167	2	Hawakuweza kuona.
168	2	Jawabu: Udanganyifu.
169	2	Tuiendeleze Honduras.
170	2	Morsi hapana.
171	3	Hospitali ya macho!
172	3	Fanya jambo tofauti.
173	3	Picha kutoka Wikimedia
174	3	Hiyo ina maana.
175	3	Ninapenda kuwa vuguvugu.
176	3	Bendera ya Ufilipino.
177	3	Inaweza kua chochote.
178	3	Wana watoto mapacha.
179	3	Ufanisi na uhifadhi.
180	3	Unawezaje kuleleza tofauti?
181	3	Kwa kuwa haiwezekani.
182	3	Kwa kawaida walishinda.
183	3	Migongano ya kimkakati.
184	3	Unaweza kuamini hili?
185	3	Mnalitazamaje hili jambo?
186	3	Nikapatwa na kihoro.
187	3	Uandishi si ugaidi.
188	3	Kila kitu kinaathirika.
189	3	Naongelea kuhusu muda.
190	3	Tuna hitaji msaada.
191	3	Ilifurahisha kwa kweli.
192	3	Hippomenes alimshinda vipi?
193	3	Uamuzi ni Wako
194	3	Piga simu Washington!
195	3	Husaidia katika kuona.
196	3	Bila ya shaka!
197	3	Yohane wa Mungu.
198	3	Diosdado atatoa amri.
199	3	Shule zilisitisha madarasa.
200	3	Ni hela zako.
201	3	Bila shaka hapana.
202	3	Ni mwanzo tu
203	3	Evaratra nchini Madagaska.
204	3	Ujumbe wake unasomeka:
205	3	Wengi ni Waprotestanti.
206	3	Wizara ilijua hilo.
207	3	Moyo wangu umevunjika.
208	3	Alicheza kama mshambuliaji.
209	3	Nilikuwa nampa ofa.
210	3	Unang'atwa na mbu.
211	3	Serikali imekufanyia nini?
212	3	Pamoja na picha.
213	3	Lakini sina jinsi.
214	3	Mashujaa wa ulimwengu.]
215	3	Nina mawazo kadhaa.
216	3	Tupo hapa juu.
217	3	Kwahiyo tulianza kidogo.
218	3	Mashati Mekundu wakiandamana
219	3	Hivyo, nina vichekesho.
220	3	Nchi ya maajabu.
221	3	Amani iwe kwenu.
222	3	Ni kama uhakikisho
223	3	Na tunawaunga mkono.
224	3	Machafuko ya Kisiasa
225	3	Nikasema, "P-I-P-I, pipi.
226	3	Waandamanaji wa Amhara
227	3	Wameshangazwa na wanashukuru.
228	3	Habari za Dunia
229	3	Tatizo ni watu.
230	3	Ilikuwa vigumu kuamka.
231	3	Piga marufuku Burka.
232	3	Sisi sio wachokozi.
233	3	Fu alivyoeleweka vibaya:
234	3	Naweza kurudia tena?
235	3	Inachanganya akili sana!
236	3	Mwisho wa nasaba.
237	3	Ndiyo, unafanya kazi.
238	3	Unahitaji kustahimili unapofeli.
239	3	Atakuwa ameenda wapi?
240	3	Vingi vya kusoma.
241	3	Tunahitaji sana kuziona.
242	3	Miongoni mwa Waliopendekezwa
243	3	Shule ya Umma.
244	3	Ninauona kila siku.
245	3	Hivyo ndivyo ninavyofikiri!
246	3	Kama ukishindwa, unakufa.
247	3	Na nikawaza, "Hmm.
248	3	Hakuna msaada uliopatikana.
249	3	Maendeleo ya ulimwengu
250	3	Kitu gani tulichonacho?
251	3	Nitatoa mifano mitatu.
252	3	Ki-Dhiveli kinatuhusu sote.
253	3	Wote ni manabii?
254	3	Aliyemfuata ni Go-Hanazono.
255	3	Tulienda pamoja kulichukua.
256	3	Watu wanastahili heshima.
257	3	Ajabu, Au sio?
258	3	Na hatimaye: kifo.
259	3	Uhuru kwa wafungwa
260	3	Hatimae akashinda mbio.
261	3	Nani alikuwa anavizia?
262	3	Nilifanya kila nilichoweza.
263	3	Michango bado inahitajika.
264	3	Changamoto sio rahisi.
265	3	Blogu hiyo iliendelea:
266	3	Serikali yadhibiti habari
267	3	Nenda nchini Mexico
268	3	Je atajilipia kodi?
269	3	Nataka nikupe changamoto.
270	3	Hilo ni sawa.
271	3	Used with permission
272	3	Mwanamke akifua nguo.
273	3	Iko pale pia.
274	3	Hii inafanya nini?
275	3	Watoto hawana hatia.
276	4	Anacheza nafasi ya kiungo.
277	4	Makao makuu yako Man.
278	4	Msumbiji: Polisi Washambulia Waandamanaji
279	4	Wanaishi katika maji safi.
280	4	Picha hiyo ilinikumbusha kitu
281	4	Jawabu ni Rais Kiir.
282	4	Pia wako nchini Malawi.
283	4	Msichana yule ni mimi.
284	4	Ipo kwetu sisi wenyewe.
285	4	Mshiriki mwingine alikumbushia kwamba:
286	4	Vizingiti vilivyobaki ni vikubwa.
287	4	Waathirika wana maoni gani?
288	4	Haikuwahi kumaanishwa kama chakula.
289	4	Tunazingatia ushauri wa Rais))
290	4	Chenge, mbuzi wako anachomwa.
291	4	Baadaye aliishi nchini Uingereza.
292	4	Heri ya Mwaka Mpya!
293	4	Msichana wa Kiliberia analia,
294	4	Mfano: Baba, Mama nakadhalika.
295	4	Polepole likawa kubwa zaidi.
296	4	Idadi kubwa wako kusini.
297	4	China: Barafu Iliyotengezwa Uchina
298	4	Yeye hucheza kama kiungo.
299	4	Wengine wakikimbia mbio tu.
300	4	Nilidhani nimegawanywa mara mbili.
301	4	Wenyeji ni hasa Wamasai.
302	4	Tunahitaji kuzungumzia masuala haya.
303	4	Alikuja shuleni kila siku.
304	4	Makao makuu yapo Kampala.
305	4	Kura za maoni zinasemaje?
306	4	Hili ni onyo kwa
307	4	Hali ni ya kutisha.
308	4	Anaheshimiwa kama mtakatifu mfiadini.
309	4	Babu yake alikuwa mfiadini.
310	4	Huyu mama haangalii mali.
311	4	Sina upande wa kutetea.
312	4	Ni nini siasa hatimaye?
313	4	Uvimbe ulionekana kuyeyuka kabisa.
314	4	Kwa binadamu ni sumu.
315	4	Tunahitaji kuishi kwa amani.
316	4	Kwa kejeli baadaye alitwiti:
317	4	Kwa nini niko hapa?
318	4	Na ningependa kufananisha Uganda,
